duty_id,bus_id,service_date,rotation_tag,duty_segment,first_trip_start_dt,last_trip_end_dt,trip_count,trip_minutes,avg_occupancy_pct,rescued_trip_count,handover_trip_count,split_reset_trip_count,duty_span_min,overtime_min,over_10h_flag
DUTY_0163,9,2026-04-09,morning,2,2026-04-09 20:15:00.000000,2026-04-09 21:20:18.600000,1,65.31,100.0,0,0,1,65.31,0.0,False
DUTY_0143,2,2026-04-09,morning,2,2026-04-09 20:30:00.000000,2026-04-09 21:24:22.200000,1,54.37,100.0,0,0,1,54.37,0.0,False
DUTY_0147,3,2026-04-09,morning,2,2026-04-09 21:00:00.000000,2026-04-09 21:48:24.000000,1,48.4,100.0,1,0,1,48.4,0.0,False
DUTY_0141,2,2026-04-09,evening,3,2026-04-09 23:30:00.000000,2026-04-09 23:38:54.000000,1,8.9,40.91,0,1,1,8.9,0.0,False
DUTY_0172,1,2026-04-10,evening,1,2026-04-10 00:15:00.000000,2026-04-10 04:20:33.000000,1,245.55,77.27,0,1,0,245.55,0.0,False
DUTY_0176,2,2026-04-10,evening,1,2026-04-10 00:30:00.000000,2026-04-10 01:54:07.800000,1,84.13,90.91,0,1,0,84.13000000000001,0.0,False
DUTY_0181,3,2026-04-10,morning,1,2026-04-10 01:00:00.000000,2026-04-10 06:59:51.000000,2,53.75,54.545,0,0,0,359.85,0.0,False
DUTY_0184,4,2026-04-10,morning,1,2026-04-10 01:30:00.000000,2026-04-10 10:52:00.000000,2,368.98,93.18,0,0,0,562.0,22.0,False
DUTY_0178,2,2026-04-10,morning,1,2026-04-10 02:30:00.000000,2026-04-10 06:36:17.400000,1,246.29,90.91,0,0,0,246.29,0.0,False
DUTY_0186,5,2026-04-10,morning,1,2026-04-10 03:00:00.000000,2026-04-10 09:18:25.800000,2,327.0,90.91,0,0,0,378.43,0.0,False
DUTY_0189,6,2026-04-10,morning,1,2026-04-10 03:00:00.000000,2026-04-10 11:28:51.000000,2,474.7,97.725,0,0,0,508.85,0.0,False
DUTY_0192,7,2026-04-10,morning,1,2026-04-10 03:00:00.000000,2026-04-10 09:00:30.600000,3,289.29999999999995,92.42333333333333,0,0,0,360.51,0.0,False
DUTY_0194,8,2026-04-10,morning,1,2026-04-10 03:00:00.000000,2026-04-10 11:22:30.000000,3,377.25,93.94,0,0,0,502.5,0.0,False
DUTY_0196,9,2026-04-10,morning,1,2026-04-10 03:30:00.000000,2026-04-10 09:38:24.600000,2,320.58,95.45,0,0,0,368.40999999999997,0.0,False
DUTY_0199,10,2026-04-10,morning,1,2026-04-10 03:45:00.000000,2026-04-10 11:14:54.600000,2,403.03,88.63499999999999,0,0,0,449.90999999999997,0.0,False
DUTY_0201,11,2026-04-10,morning,1,2026-04-10 04:00:00.000000,2026-04-10 11:09:58.800000,4,331.96000000000004,60.2275,0,0,0,429.97999999999996,0.0,False
DUTY_0203,12,2026-04-10,morning,1,2026-04-10 04:15:00.000000,2026-04-10 11:13:03.000000,4,345.39,87.5,0,0,0,418.05,0.0,False
DUTY_0174,1,2026-04-10,morning,1,2026-04-10 04:30:00.000000,2026-04-10 11:18:34.800000,3,321.45,100.0,0,0,0,408.58,0.0,False
DUTY_0206,13,2026-04-10,morning,1,2026-04-10 04:30:00.000000,2026-04-10 13:14:20.400000,4,357.78,60.227500000000006,0,0,0,524.34,0.0,False
DUTY_0179,2,2026-04-10,morning,2,2026-04-10 12:45:00.000000,2026-04-10 14:27:55.200000,1,102.92,77.27,0,0,1,102.92,0.0,False
DUTY_0182,3,2026-04-10,morning,2,2026-04-10 13:15:00.000000,2026-04-10 17:43:22.800000,1,268.38,90.91,0,0,1,268.38,0.0,False
DUTY_0173,1,2026-04-10,evening,2,2026-04-10 14:30:00.000000,2026-04-10 21:00:36.000000,2,360.6,95.455,0,2,1,390.6,0.0,False
DUTY_0177,2,2026-04-10,evening,2,2026-04-10 14:45:00.000000,2026-04-10 22:39:29.400000,3,278.26,92.42,0,3,1,474.49,0.0,False
DUTY_0183,4,2026-04-10,evening,1,2026-04-10 15:00:00.000000,2026-04-10 21:54:04.200000,3,364.07,68.18,0,3,0,414.07,0.0,False
DUTY_0185,5,2026-04-10,evening,1,2026-04-10 15:00:00.000000,2026-04-10 22:01:45.600000,2,319.48,68.18,0,2,0,421.76,0.0,False
DUTY_0187,6,2026-04-10,evening,1,2026-04-10 16:00:00.000000,2026-04-10 19:52:57.000000,1,232.95,100.0,0,1,0,232.95,0.0,False
DUTY_0191,7,2026-04-10,evening,1,2026-04-10 16:00:00.000000,2026-04-10 23:25:08.400000,2,342.39,70.455,0,2,0,445.14000000000004,0.0,False
DUTY_0193,8,2026-04-10,evening,1,2026-04-10 16:45:00.000000,2026-04-10 21:27:19.200000,1,282.32,100.0,0,1,0,282.32,0.0,False
DUTY_0195,9,2026-04-10,evening,1,2026-04-10 17:00:00.000000,2026-04-10 20:17:40.200000,2,165.26,97.725,0,2,0,197.67000000000002,0.0,False
DUTY_0198,10,2026-04-10,evening,1,2026-04-10 17:15:00.000000,2026-04-10 21:29:22.200000,2,224.37,97.725,0,2,0,254.37,0.0,False
DUTY_0200,11,2026-04-10,evening,1,2026-04-10 17:30:00.000000,2026-04-10 23:31:39.000000,2,336.64,84.09,0,2,0,361.65,0.0,False
DUTY_0180,3,2026-04-10,evening,1,2026-04-10 18:00:00.000000,2026-04-10 21:21:26.400000,2,168.91,63.635,0,2,0,201.44,0.0,False
DUTY_0202,12,2026-04-10,evening,1,2026-04-10 18:00:00.000000,2026-04-10 19:36:46.800000,1,96.78,86.36,0,1,0,96.78,0.0,False
DUTY_0205,13,2026-04-10,evening,1,2026-04-10 18:15:00.000000,2026-04-10 20:14:31.800000,1,119.53,100.0,0,1,0,119.53,0.0,False
DUTY_0204,12,2026-04-10,morning,2,2026-04-10 19:45:00.000000,2026-04-10 22:18:46.200000,1,153.77,4.55,0,0,1,153.77,0.0,False
DUTY_0190,6,2026-04-10,morning,2,2026-04-10 20:00:00.000000,2026-04-10 21:31:48.000000,1,91.8,100.0,0,0,1,91.8,0.0,False
DUTY_0207,13,2026-04-10,morning,2,2026-04-10 20:15:00.000000,2026-04-10 21:20:48.000000,1,65.8,100.0,0,0,1,65.8,0.0,False
DUTY_0197,9,2026-04-10,morning,2,2026-04-10 20:30:00.000000,2026-04-10 22:28:27.600000,1,118.46,100.0,0,0,1,118.46000000000001,0.0,False
DUTY_0175,1,2026-04-10,morning,2,2026-04-10 21:15:00.000000,2026-04-11 00:25:25.200000,1,190.42,31.82,0,0,1,190.42000000000002,0.0,False
DUTY_0188,6,2026-04-10,evening,2,2026-04-10 23:30:00.000000,2026-04-10 23:38:54.000000,1,8.9,36.36,0,1,1,8.9,0.0,False
DUTY_0208,1,2026-04-11,evening,1,2026-04-11 00:15:00.000000,2026-04-11 04:20:54.000000,1,245.9,77.27,0,1,0,245.9,0.0,False
DUTY_0212,2,2026-04-11,evening,1,2026-04-11 00:30:00.000000,2026-04-11 01:46:28.200000,1,76.47,81.82,0,1,0,76.47,0.0,False
DUTY_0216,3,2026-04-11,morning,1,2026-04-11 01:30:00.000000,2026-04-11 09:52:03.000000,2,379.78000000000003,97.725,0,0,0,502.05,0.0,False
DUTY_0219,4,2026-04-11,morning,1,2026-04-11 01:30:00.000000,2026-04-11 07:45:57.600000,2,322.14,93.18,0,0,0,375.96,0.0,False
DUTY_0214,2,2026-04-11,morning,1,2026-04-11 03:00:00.000000,2026-04-11 12:16:27.000000,2,480.34,68.18,0,0,0,556.45,16.450000000000045,False
DUTY_0222,5,2026-04-11,morning,1,2026-04-11 03:00:00.000000,2026-04-11 06:59:51.000000,3,160.6,95.45333333333333,0,0,0,239.85,0.0,False
DUTY_0225,6,2026-04-11,morning,1,2026-04-11 03:00:00.000000,2026-04-11 06:15:19.200000,2,129.29,97.725,0,0,0,195.32000000000002,0.0,False
DUTY_0228,7,2026-04-11,morning,1,2026-04-11 03:15:00.000000,2026-04-11 09:08:18.600000,3,235.7,80.3,0,0,0,353.31,0.0,False
DUTY_0230,8,2026-04-11,morning,1,2026-04-11 03:15:00.000000,2026-04-11 10:50:05.400000,2,302.72,90.91,0,0,0,455.09000000000003,0.0,False
DUTY_0232,9,2026-04-11,morning,1,2026-04-11 03:30:00.000000,2026-04-11 11:03:49.800000,2,395.53999999999996,95.455,0,0,0,453.83,0.0,False
DUTY_0235,10,2026-04-11,morning,1,2026-04-11 03:30:00.000000,2026-04-11 09:28:37.200000,2,314.76,84.09,0,0,0,358.62,0.0,False
DUTY_0238,11,2026-04-11,morning,1,2026-04-11 04:00:00.000000,2026-04-11 11:17:29.400000,4,337.90000000000003,71.5875,0,0,0,437.49,0.0,False
DUTY_0210,1,2026-04-11,morning,1,2026-04-11 04:30:00.000000,2026-04-11 11:18:56.400000,3,242.54,65.14999999999999,0,0,0,408.94,0.0,False
DUTY_0240,12,2026-04-11,morning,1,2026-04-11 04:30:00.000000,2026-04-11 11:27:07.800000,3,345.14,86.36333333333333,0,0,0,417.13,0.0,False
DUTY_0242,13,2026-04-11,morning,1,2026-04-11 05:00:00.000000,2026-04-11 13:24:00.000000,3,442.83000000000004,84.85000000000001,0,0,0,504.0,0.0,False
DUTY_0220,4,2026-04-11,morning,2,2026-04-11 12:45:00.000000,2026-04-11 14:27:55.200000,1,102.92,72.73,0,0,1,102.92,0.0,False
DUTY_0217,3,2026-04-11,morning,2,2026-04-11 13:15:00.000000,2026-04-11 17:33:15.600000,1,258.26,90.91,0,0,1,258.26,0.0,False
DUTY_0209,1,2026-04-11,evening,2,2026-04-11 14:00:00.000000,2026-04-11 18:18:49.800000,1,258.83,100.0,0,1,1,258.83,0.0,False
DUTY_0213,2,2026-04-11,evening,2,2026-04-11 14:30:00.000000,2026-04-11 21:07:23.400000,2,367.39,93.18,0,2,1,397.39000000000004,0.0,False
DUTY_0218,4,2026-04-11,evening,1,2026-04-11 14:45:00.000000,2026-04-11 21:24:12.000000,3,217.95000000000002,83.33333333333333,0,3,0,399.2,0.0,False
DUTY_0221,5,2026-04-11,evening,1,2026-04-11 15:00:00.000000,2026-04-11 21:41:37.800000,2,323.40999999999997,86.365,0,2,0,401.63,0.0,False
DUTY_0223,6,2026-04-11,evening,1,2026-04-11 16:00:00.000000,2026-04-11 19:50:12.600000,1,230.21,95.45,0,1,0,230.21,0.0,False
DUTY_0227,7,2026-04-11,evening,1,2026-04-11 16:00:00.000000,2026-04-11 23:18:12.600000,2,366.59,77.27000000000001,0,2,0,438.21,0.0,False
DUTY_0229,8,2026-04-11,evening,1,2026-04-11 16:45:00.000000,2026-04-11 21:17:04.800000,1,272.08,86.36,0,1,0,272.08,0.0,False
DUTY_0231,9,2026-04-11,evening,1,2026-04-11 17:00:00.000000,2026-04-11 20:10:17.400000,2,157.49,97.725,0,2,0,190.29,0.0,False
DUTY_0234,10,2026-04-11,evening,1,2026-04-11 17:30:00.000000,2026-04-11 19:34:11.400000,1,124.19,95.45,0,1,0,124.19,0.0,False
DUTY_0237,11,2026-04-11,evening,1,2026-04-11 17:30:00.000000,2026-04-11 22:25:24.000000,3,244.73000000000002,89.39333333333333,0,3,0,295.4,0.0,False
DUTY_0215,3,2026-04-11,evening,1,2026-04-11 18:00:00.000000,2026-04-11 22:22:31.200000,2,242.51999999999998,47.725,0,2,0,262.52000000000004,0.0,False
DUTY_0239,12,2026-04-11,evening,1,2026-04-11 18:15:00.000000,2026-04-11 22:10:03.600000,2,205.06,88.63499999999999,0,2,0,235.06,0.0,False
DUTY_0241,13,2026-04-11,evening,1,2026-04-11 18:15:00.000000,2026-04-12 02:42:11.400000,3,457.18999999999994,62.123333333333335,0,3,0,507.19,0.0,False
DUTY_0211,1,2026-04-11,morning,2,2026-04-11 19:00:00.000000,2026-04-11 23:37:13.800000,1,277.23,72.73,0,0,1,277.22999999999996,0.0,False
DUTY_0236,10,2026-04-11,morning,2,2026-04-11 19:45:00.000000,2026-04-11 22:18:46.200000,1,153.77,4.55,0,0,1,153.77,0.0,False
DUTY_0226,6,2026-04-11,morning,2,2026-04-11 20:00:00.000000,2026-04-11 21:27:13.200000,1,87.22,100.0,0,0,1,87.22,0.0,False
DUTY_0233,9,2026-04-11,morning,2,2026-04-11 20:15:00.000000,2026-04-11 21:25:56.400000,1,70.94,100.0,0,0,1,70.94,0.0,False
DUTY_0224,6,2026-04-11,evening,2,2026-04-11 23:30:00.000000,2026-04-11 23:38:54.000000,1,8.9,40.91,0,1,1,8.9,0.0,False
DUTY_0243,1,2026-04-12,evening,1,2026-04-12 00:30:00.000000,2026-04-12 01:54:03.000000,1,84.05,81.82,0,1,0,84.05,0.0,False
DUTY_0246,2,2026-04-12,evening,1,2026-04-12 00:30:00.000000,2026-04-12 02:13:52.200000,1,103.87,68.18,0,1,0,103.86999999999999,0.0,False
DUTY_0249,3,2026-04-12,morning,1,2026-04-12 01:30:00.000000,2026-04-12 03:01:58.800000,1,91.98,95.45,0,0,0,91.98,0.0,False
DUTY_0245,1,2026-04-12,morning,1,2026-04-12 02:30:00.000000,2026-04-12 06:45:06.000000,1,255.1,95.45,0,0,0,255.1,0.0,False
DUTY_0248,2,2026-04-12,morning,1,2026-04-12 03:00:00.000000,2026-04-12 03:49:01.800000,1,49.03,100.0,0,0,0,49.03,0.0,False
DUTY_0250,4,2026-04-12,morning,1,2026-04-12 03:00:00.000000,2026-04-12 04:36:03.000000,1,96.05,100.0,0,0,0,96.05,0.0,False
DUTY_0251,5,2026-04-12,morning,1,2026-04-12 03:15:00.000000,2026-04-12 07:54:04.800000,2,158.57,100.0,0,0,0,279.08,0.0,False
DUTY_0252,6,2026-04-12,morning,1,2026-04-12 03:15:00.000000,2026-04-12 07:35:43.800000,1,260.73,95.45,0,0,0,260.72999999999996,0.0,False
DUTY_0253,7,2026-04-12,morning,1,2026-04-12 03:30:00.000000,2026-04-12 08:08:04.200000,1,278.07,100.0,0,0,0,278.07,0.0,False
DUTY_0254,8,2026-04-12,morning,1,2026-04-12 04:30:00.000000,2026-04-12 07:49:52.800000,1,199.88,100.0,0,0,0,199.88,0.0,False
DUTY_0255,9,2026-04-12,morning,1,2026-04-12 05:00:00.000000,2026-04-12 07:49:36.000000,2,140.39,100.0,0,0,0,169.6,0.0,False
DUTY_0256,10,2026-04-12,morning,1,2026-04-12 05:00:00.000000,2026-04-12 06:43:14.400000,1,103.24,100.0,0,0,0,103.24,0.0,False
DUTY_0257,11,2026-04-12,morning,1,2026-04-12 05:00:00.000000,2026-04-12 11:08:19.200000,2,344.4,100.0,0,0,0,368.32,0.0,False
DUTY_0258,12,2026-04-12,morning,1,2026-04-12 05:45:00.000000,2026-04-12 06:24:02.400000,1,39.04,100.0,0,0,0,39.04,0.0,False
DUTY_0259,13,2026-04-12,morning,1,2026-04-12 06:15:00.000000,2026-04-12 09:07:58.200000,2,113.50999999999999,47.724999999999994,0,0,0,172.97,0.0,False
DUTY_0244,1,2026-04-12,evening,2,2026-04-12 17:00:00.000000,2026-04-12 18:27:40.200000,1,87.67,13.64,0,1,1,87.67,0.0,False
DUTY_0247,2,2026-04-12,evening,2,2026-04-12 19:00:00.000000,2026-04-12 21:33:46.200000,1,153.77,4.55,0,1,1,153.77,0.0,False
