store_name,store_name_norm,window_type,window_time,demand
KFC - Mangaf 2,kfc - mangaf 2,OUT,01:00 AM,7
KFC - Mangaf 2,kfc - mangaf 2,OUT,03:00 AM,35
KFC - Mangaf 2,kfc - mangaf 2,OUT,05:00 AM,28
KFC - Mangaf 2,kfc - mangaf 2,OUT,06:00 PM,7
KFC - Mangaf 2,kfc - mangaf 2,OUT,08:00 PM,7
KFC - Om El Himan,kfc - om el himan,IN,04:00 PM,21
KFC - Om El Himan,kfc - om el himan,IN,06:00 PM,28
KFC - Om El Himan,kfc - om el himan,IN,08:00 PM,63
KFC - Om El Himan,kfc - om el himan,IN,09:00 AM,28
KFC - Om El Himan,kfc - om el himan,IN,11:00 AM,35
KFC - Om El Himan,kfc - om el himan,OUT,01:00 AM,21
KFC - Om El Himan,kfc - om el himan,OUT,03:00 AM,28
KFC - Om El Himan,kfc - om el himan,OUT,04:00 AM,35
KFC - Om El Himan,kfc - om el himan,OUT,05:00 AM,21
KFC - Om El Himan,kfc - om el himan,OUT,05:00 PM,7
KFC - Om El Himan,kfc - om el himan,OUT,06:00 PM,28
KFC - Om El Himan,kfc - om el himan,OUT,12:00 AM,35
KFC - Qureen,kfc - qureen,IN,04:00 PM,7
KFC - Qureen,kfc - qureen,IN,08:00 PM,42
KFC - Qureen,kfc - qureen,IN,09:00 AM,21
KFC - Qureen,kfc - qureen,IN,11:00 AM,7
KFC - Qureen,kfc - qureen,OUT,01:00 AM,7
KFC - Qureen,kfc - qureen,OUT,05:00 AM,42
KFC - Qureen,kfc - qureen,OUT,06:00 PM,21
KFC - Qureen,kfc - qureen,OUT,08:00 PM,7
KFC - S Al Salem,kfc - s al salem,IN,06:00 PM,21
KFC - S Al Salem,kfc - s al salem,IN,08:00 PM,35
KFC - S Al Salem,kfc - s al salem,IN,09:00 AM,14
KFC - S Al Salem,kfc - s al salem,IN,11:00 AM,28
KFC - S Al Salem,kfc - s al salem,OUT,03:00 AM,21
KFC - S Al Salem,kfc - s al salem,OUT,05:00 AM,35
KFC - S Al Salem,kfc - s al salem,OUT,06:00 PM,14
KFC - S Al Salem,kfc - s al salem,OUT,08:00 PM,28
KFC - Sabah Al Ahmad 2,kfc - sabah al ahmad 2,IN,06:00 PM,49
KFC - Sabah Al Ahmad 2,kfc - sabah al ahmad 2,IN,08:00 PM,63
KFC - Sabah Al Ahmad 2,kfc - sabah al ahmad 2,IN,09:00 AM,42
KFC - Sabah Al Ahmad 2,kfc - sabah al ahmad 2,IN,10:00 PM,7
KFC - Sabah Al Ahmad 2,kfc - sabah al ahmad 2,OUT,03:00 AM,49
KFC - Sabah Al Ahmad 2,kfc - sabah al ahmad 2,OUT,05:00 AM,63
KFC - Sabah Al Ahmad 2,kfc - sabah al ahmad 2,OUT,06:00 PM,42
KFC - Sabah Al Ahmad 2,kfc - sabah al ahmad 2,OUT,07:00 PM,7
KFC - Sabah Al Salem 2,kfc - sabah al salem 2,IN,08:00 PM,35
KFC - Sabah Al Salem 2,kfc - sabah al salem 2,IN,09:00 AM,14
KFC - Sabah Al Salem 2,kfc - sabah al salem 2,IN,10:00 AM,7
KFC - Sabah Al Salem 2,kfc - sabah al salem 2,IN,11:00 AM,14
KFC - Sabah Al Salem 2,kfc - sabah al salem 2,OUT,05:00 AM,35
KFC - Sabah Al Salem 2,kfc - sabah al salem 2,OUT,06:00 PM,14
KFC - Sabah Al Salem 2,kfc - sabah al salem 2,OUT,07:00 PM,7
KFC - Sabah Al Salem 2,kfc - sabah al salem 2,OUT,08:00 PM,14
KFC - Village,kfc - village,IN,04:00 PM,7
KFC - Village,kfc - village,IN,06:00 PM,14
KFC - Village,kfc - village,IN,08:00 PM,28
KFC - Village,kfc - village,IN,09:00 AM,14
KFC - Village,kfc - village,IN,11:00 AM,7
KFC - Village,kfc - village,OUT,01:00 AM,7
KFC - Village,kfc - village,OUT,03:00 AM,14
KFC - Village,kfc - village,OUT,05:00 AM,28
KFC - Village,kfc - village,OUT,06:00 PM,14
KFC - Village,kfc - village,OUT,08:00 PM,7
KFC Mubarek El-Kaber(Qurain 2),kfc mubarek el-kaber(qurain 2),IN,06:00 PM,35
KFC Mubarek El-Kaber(Qurain 2),kfc mubarek el-kaber(qurain 2),IN,08:00 PM,35
KFC Mubarek El-Kaber(Qurain 2),kfc mubarek el-kaber(qurain 2),IN,09:00 AM,21
KFC Mubarek El-Kaber(Qurain 2),kfc mubarek el-kaber(qurain 2),IN,11:00 AM,21
KFC Mubarek El-Kaber(Qurain 2),kfc mubarek el-kaber(qurain 2),OUT,03:00 AM,35
KFC Mubarek El-Kaber(Qurain 2),kfc mubarek el-kaber(qurain 2),OUT,05:00 AM,35
KFC Mubarek El-Kaber(Qurain 2),kfc mubarek el-kaber(qurain 2),OUT,06:00 PM,21
KFC Mubarek El-Kaber(Qurain 2),kfc mubarek el-kaber(qurain 2),OUT,08:00 PM,21
Krispy Kreme - Aswaq Al Qurain,krispy kreme - aswaq al qurain,IN,06:00 PM,7
Krispy Kreme - Aswaq Al Qurain,krispy kreme - aswaq al qurain,IN,09:00 AM,7
Krispy Kreme - Aswaq Al Qurain,krispy kreme - aswaq al qurain,OUT,03:00 AM,7
Krispy Kreme - Aswaq Al Qurain,krispy kreme - aswaq al qurain,OUT,06:00 PM,7
Krispy Kreme - Divonne,krispy kreme - divonne,IN,06:00 PM,7
Krispy Kreme - Divonne,krispy kreme - divonne,IN,09:00 AM,7
Krispy Kreme - Divonne,krispy kreme - divonne,OUT,03:00 AM,7
Krispy Kreme - Divonne,krispy kreme - divonne,OUT,06:00 PM,7
Krispy Kreme - Fahaheel,krispy kreme - fahaheel,IN,06:00 PM,7
Krispy Kreme - Fahaheel,krispy kreme - fahaheel,IN,09:00 AM,7
Krispy Kreme - Fahaheel,krispy kreme - fahaheel,OUT,03:00 AM,7
Krispy Kreme - Fahaheel,krispy kreme - fahaheel,OUT,06:00 PM,7
Krispy Kreme - Gate Mall,krispy kreme - gate mall,IN,06:00 PM,7
Krispy Kreme - Gate Mall,krispy kreme - gate mall,IN,09:00 AM,7
Krispy Kreme - Gate Mall,krispy kreme - gate mall,OUT,03:00 AM,7
Krispy Kreme - Gate Mall,krispy kreme - gate mall,OUT,06:00 PM,7
Krispy Kreme - Khiran Hybrid O,krispy kreme - khiran hybrid o,IN,06:00 PM,5
Krispy Kreme - Khiran Hybrid O,krispy kreme - khiran hybrid o,IN,09:00 AM,5
Krispy Kreme - Khiran Hybrid O,krispy kreme - khiran hybrid o,IN,12:00 AM,1
Krispy Kreme - Khiran Hybrid O,krispy kreme - khiran hybrid o,IN,12:00 PM,1
Krispy Kreme - Khiran Hybrid O,krispy kreme - khiran hybrid o,OUT,03:00 AM,5
Krispy Kreme - Khiran Hybrid O,krispy kreme - khiran hybrid o,OUT,06:00 PM,5
Krispy Kreme - Khiran Hybrid O,krispy kreme - khiran hybrid o,OUT,12:00 AM,1
Krispy Kreme - Khiran Hybrid O,krispy kreme - khiran hybrid o,OUT,12:00 PM,1
Krispy Kreme - Khiran Square M,krispy kreme - khiran square m,IN,06:00 PM,5
Krispy Kreme - Khiran Square M,krispy kreme - khiran square m,IN,09:00 AM,5
Krispy Kreme - Khiran Square M,krispy kreme - khiran square m,IN,12:00 PM,2
Krispy Kreme - Khiran Square M,krispy kreme - khiran square m,OUT,03:00 AM,5
Krispy Kreme - Khiran Square M,krispy kreme - khiran square m,OUT,06:00 PM,5
Krispy Kreme - Khiran Square M,krispy kreme - khiran square m,OUT,12:00 AM,2
Krispy Kreme - Kout Mall,krispy kreme - kout mall,IN,10:00 AM,7
Krispy Kreme - Kout Mall,krispy kreme - kout mall,OUT,11:00 PM,7
Krispy Kreme - Sabah Al Salem,krispy kreme - sabah al salem,IN,06:00 PM,7
Krispy Kreme - Sabah Al Salem,krispy kreme - sabah al salem,IN,09:00 AM,7
Krispy Kreme - Sabah Al Salem,krispy kreme - sabah al salem,OUT,03:00 AM,7
Krispy Kreme - Sabah Al Salem,krispy kreme - sabah al salem,OUT,06:00 PM,7
TGIF - Abu Halifa,tgif - abu halifa,IN,02:00 PM,24
TGIF - Abu Halifa,tgif - abu halifa,IN,04:00 PM,19
TGIF - Abu Halifa,tgif - abu halifa,IN,08:00 PM,31
TGIF - Abu Halifa,tgif - abu halifa,IN,10:00 AM,13
TGIF - Abu Halifa,tgif - abu halifa,IN,11:00 AM,18
TGIF - Abu Halifa,tgif - abu halifa,OUT,01:00 AM,19
TGIF - Abu Halifa,tgif - abu halifa,OUT,04:00 PM,31
TGIF - Abu Halifa,tgif - abu halifa,OUT,11:00 PM,55
TGIF - Al Kout Mall,tgif - al kout mall,IN,01:00 PM,10
TGIF - Al Kout Mall,tgif - al kout mall,IN,02:00 PM,34
TGIF - Al Kout Mall,tgif - al kout mall,IN,04:00 PM,9
TGIF - Al Kout Mall,tgif - al kout mall,IN,08:00 PM,30
TGIF - Al Kout Mall,tgif - al kout mall,IN,10:00 AM,21
TGIF - Al Kout Mall,tgif - al kout mall,IN,11:00 AM,19
TGIF - Al Kout Mall,tgif - al kout mall,OUT,01:00 AM,38
TGIF - Al Kout Mall,tgif - al kout mall,OUT,04:00 PM,30
TGIF - Al Kout Mall,tgif - al kout mall,OUT,11:00 PM,55
TGIF - Gate Mall,tgif - gate mall,IN,02:00 PM,41
TGIF - Gate Mall,tgif - gate mall,IN,04:00 PM,31
TGIF - Gate Mall,tgif - gate mall,IN,08:00 PM,17
TGIF - Gate Mall,tgif - gate mall,IN,09:00 AM,6
TGIF - Gate Mall,tgif - gate mall,IN,10:00 AM,22
TGIF - Gate Mall,tgif - gate mall,IN,11:00 AM,8
TGIF - Gate Mall,tgif - gate mall,OUT,01:00 AM,60
TGIF - Gate Mall,tgif - gate mall,OUT,04:00 PM,17
TGIF - Gate Mall,tgif - gate mall,OUT,06:00 PM,6
TGIF - Gate Mall,tgif - gate mall,OUT,07:00 PM,13
TGIF - Gate Mall,tgif - gate mall,OUT,11:00 PM,29
TGIF - The Lake Mall,tgif - the lake mall,IN,01:00 PM,13
TGIF - The Lake Mall,tgif - the lake mall,IN,02:00 PM,19
TGIF - The Lake Mall,tgif - the lake mall,IN,04:00 PM,41
TGIF - The Lake Mall,tgif - the lake mall,IN,08:00 PM,30
TGIF - The Lake Mall,tgif - the lake mall,IN,10:00 AM,12
TGIF - The Lake Mall,tgif - the lake mall,IN,11:00 AM,18
TGIF - The Lake Mall,tgif - the lake mall,OUT,01:00 AM,43
TGIF - The Lake Mall,tgif - the lake mall,OUT,04:00 PM,30
TGIF - The Lake Mall,tgif - the lake mall,OUT,11:00 PM,60
Tikka - Fahaheel DK,tikka - fahaheel dk,IN,06:00 PM,12
Tikka - Fahaheel DK,tikka - fahaheel dk,OUT,03:00 AM,12
Tikka - Qurain,tikka - qurain,IN,06:00 PM,37
Tikka - Qurain,tikka - qurain,OUT,03:00 AM,37
Wimpy - Abu Halifa,wimpy - abu halifa,IN,06:00 PM,31
Wimpy - Abu Halifa,wimpy - abu halifa,IN,09:00 AM,12
Wimpy - Abu Halifa,wimpy - abu halifa,IN,11:00 AM,6
Wimpy - Abu Halifa,wimpy - abu halifa,OUT,03:00 AM,31
Wimpy - Abu Halifa,wimpy - abu halifa,OUT,06:00 AM,1
Wimpy - Abu Halifa,wimpy - abu halifa,OUT,06:00 PM,11
Wimpy - Abu Halifa,wimpy - abu halifa,OUT,08:00 PM,4
Wimpy - Abu Halifa,wimpy - abu halifa,OUT,11:00 PM,2
Wimpy - Divonne Complex,wimpy - divonne complex,IN,02:00 PM,12
Wimpy - Divonne Complex,wimpy - divonne complex,IN,06:00 PM,11
Wimpy - Divonne Complex,wimpy - divonne complex,IN,08:00 PM,32
Wimpy - Divonne Complex,wimpy - divonne complex,IN,09:00 AM,7
Wimpy - Divonne Complex,wimpy - divonne complex,IN,11:00 AM,11
Wimpy - Divonne Complex,wimpy - divonne complex,IN,12:00 PM,6
Wimpy - Divonne Complex,wimpy - divonne complex,OUT,03:00 AM,11
Wimpy - Divonne Complex,wimpy - divonne complex,OUT,05:00 AM,32
Wimpy - Divonne Complex,wimpy - divonne complex,OUT,06:00 PM,7
Wimpy - Divonne Complex,wimpy - divonne complex,OUT,08:00 PM,11
Wimpy - Divonne Complex,wimpy - divonne complex,OUT,09:00 AM,6
Wimpy - Divonne Complex,wimpy - divonne complex,OUT,11:00 PM,12
