employee_code,employee_event_dt,employee_direction,service_date,trip_id,trip_type,bus_id,rotation_tag,duty_segment,store_id,store_name,trip_wave_dt,planned_start_dt,planned_end_dt,mapping_status
11027939,2026-04-06 02:00:00,OUT,2026-04-06,ORT_0261,OUT,4,morning,1,11128420,KFC - Khiran Outlet,2026-04-06 02:00:00,2026-04-06 02:00:00.000000,2026-04-06 07:01:30.600000,exact_wave
11028690,2026-04-06 02:00:00,OUT,2026-04-06,ORT_0261,OUT,4,morning,1,11128420,KFC - Khiran Outlet,2026-04-06 02:00:00,2026-04-06 02:00:00.000000,2026-04-06 07:01:30.600000,exact_wave
11029673,2026-04-06 02:00:00,OUT,2026-04-06,ORT_0261,OUT,4,morning,1,11128420,KFC - Khiran Outlet,2026-04-06 02:00:00,2026-04-06 02:00:00.000000,2026-04-06 07:01:30.600000,exact_wave
11028904,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0261,OUT,4,morning,1,11148140,Hardees - Khairan,2026-04-06 03:00:00,2026-04-06 02:00:00.000000,2026-04-06 07:01:30.600000,exact_wave
11026847,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0261,OUT,4,morning,1,11148410,Hardees - Sabah Al Ahmed,2026-04-06 03:00:00,2026-04-06 02:00:00.000000,2026-04-06 07:01:30.600000,exact_wave
11028178,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0261,OUT,4,morning,1,11148410,Hardees - Sabah Al Ahmed,2026-04-06 03:00:00,2026-04-06 02:00:00.000000,2026-04-06 07:01:30.600000,exact_wave
11028408,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0261,OUT,4,morning,1,11148410,Hardees - Sabah Al Ahmed,2026-04-06 03:00:00,2026-04-06 02:00:00.000000,2026-04-06 07:01:30.600000,exact_wave
11026721,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0261,OUT,4,morning,1,11148460,Hardees - Khiran Hybrid Outlet,2026-04-06 03:00:00,2026-04-06 02:00:00.000000,2026-04-06 07:01:30.600000,exact_wave
11028177,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0261,OUT,4,morning,1,11148460,Hardees - Khiran Hybrid Outlet,2026-04-06 03:00:00,2026-04-06 02:00:00.000000,2026-04-06 07:01:30.600000,exact_wave
11030195,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0261,OUT,4,morning,1,11197110,Krispy Kreme - Fintas Co,2026-04-06 03:00:00,2026-04-06 02:00:00.000000,2026-04-06 07:01:30.600000,exact_wave
11030182,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0261,OUT,4,morning,1,11198000,Krispy Kreme - Sabah Al Ahmed,2026-04-06 03:00:00,2026-04-06 02:00:00.000000,2026-04-06 07:01:30.600000,exact_wave
11028080,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0261,OUT,4,morning,1,11198760,Krispy Kreme - Khiran Square M,2026-04-06 03:00:00,2026-04-06 02:00:00.000000,2026-04-06 07:01:30.600000,exact_wave
11029794,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0261,OUT,4,morning,1,11198790,Krispy Kreme - Khiran Hybrid O,2026-04-06 03:00:00,2026-04-06 02:00:00.000000,2026-04-06 07:01:30.600000,exact_wave
11029825,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0261,OUT,4,morning,1,11228040,BR - Khiran Outlet,2026-04-06 03:00:00,2026-04-06 02:00:00.000000,2026-04-06 07:01:30.600000,exact_wave
11024562,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0261,OUT,4,morning,1,11228110,BR - Sabah Al Ahmed Coop,2026-04-06 03:00:00,2026-04-06 02:00:00.000000,2026-04-06 07:01:30.600000,exact_wave
11030118,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0261,OUT,4,morning,1,11228110,BR - Sabah Al Ahmed Coop,2026-04-06 03:00:00,2026-04-06 02:00:00.000000,2026-04-06 07:01:30.600000,exact_wave
11025033,2026-04-06 20:00:00,IN,2026-04-06,ORT_0060,IN,4,evening,1,11128370,KFC - Sabah Al Ahmad 2,2026-04-06 20:00:00,2026-04-06 16:45:00.000000,2026-04-06 21:17:04.800000,exact_wave
11027060,2026-04-06 20:00:00,IN,2026-04-06,ORT_0060,IN,4,evening,1,11128370,KFC - Sabah Al Ahmad 2,2026-04-06 20:00:00,2026-04-06 16:45:00.000000,2026-04-06 21:17:04.800000,exact_wave
11027712,2026-04-06 20:00:00,IN,2026-04-06,ORT_0060,IN,4,evening,1,11128370,KFC - Sabah Al Ahmad 2,2026-04-06 20:00:00,2026-04-06 16:45:00.000000,2026-04-06 21:17:04.800000,exact_wave
11027713,2026-04-06 20:00:00,IN,2026-04-06,ORT_0060,IN,4,evening,1,11128370,KFC - Sabah Al Ahmad 2,2026-04-06 20:00:00,2026-04-06 16:45:00.000000,2026-04-06 21:17:04.800000,exact_wave
11027856,2026-04-06 20:00:00,IN,2026-04-06,ORT_0060,IN,4,evening,1,11128370,KFC - Sabah Al Ahmad 2,2026-04-06 20:00:00,2026-04-06 16:45:00.000000,2026-04-06 21:17:04.800000,exact_wave
11028014,2026-04-06 20:00:00,IN,2026-04-06,ORT_0060,IN,4,evening,1,11128370,KFC - Sabah Al Ahmad 2,2026-04-06 20:00:00,2026-04-06 16:45:00.000000,2026-04-06 21:17:04.800000,exact_wave
11028553,2026-04-06 20:00:00,IN,2026-04-06,ORT_0060,IN,4,evening,1,11128370,KFC - Sabah Al Ahmad 2,2026-04-06 20:00:00,2026-04-06 16:45:00.000000,2026-04-06 21:17:04.800000,exact_wave
11029262,2026-04-06 20:00:00,IN,2026-04-06,ORT_0060,IN,4,evening,1,11128370,KFC - Sabah Al Ahmad 2,2026-04-06 20:00:00,2026-04-06 16:45:00.000000,2026-04-06 21:17:04.800000,exact_wave
11029276,2026-04-06 20:00:00,IN,2026-04-06,ORT_0060,IN,4,evening,1,11128370,KFC - Sabah Al Ahmad 2,2026-04-06 20:00:00,2026-04-06 16:45:00.000000,2026-04-06 21:17:04.800000,exact_wave
11024296,2026-04-06 20:00:00,IN,2026-04-06,ORT_0060,IN,4,evening,1,11148140,Hardees - Khairan,2026-04-06 20:00:00,2026-04-06 16:45:00.000000,2026-04-06 21:17:04.800000,exact_wave
11027366,2026-04-06 20:00:00,IN,2026-04-06,ORT_0060,IN,4,evening,1,11148140,Hardees - Khairan,2026-04-06 20:00:00,2026-04-06 16:45:00.000000,2026-04-06 21:17:04.800000,exact_wave
11028217,2026-04-06 21:00:00,IN,2026-04-06,ORT_0060,IN,4,evening,1,11148140,Hardees - Khairan,2026-04-06 21:00:00,2026-04-06 16:45:00.000000,2026-04-06 21:17:04.800000,exact_wave
11029863,2026-04-06 20:00:00,IN,2026-04-06,ORT_0060,IN,4,evening,1,11148140,Hardees - Khairan,2026-04-06 20:00:00,2026-04-06 16:45:00.000000,2026-04-06 21:17:04.800000,exact_wave
11026884,2026-04-06 20:00:00,IN,2026-04-06,ORT_0060,IN,4,evening,1,11148410,Hardees - Sabah Al Ahmed,2026-04-06 20:00:00,2026-04-06 16:45:00.000000,2026-04-06 21:17:04.800000,exact_wave
11027525,2026-04-06 20:00:00,IN,2026-04-06,ORT_0060,IN,4,evening,1,11148410,Hardees - Sabah Al Ahmed,2026-04-06 20:00:00,2026-04-06 16:45:00.000000,2026-04-06 21:17:04.800000,exact_wave
11026333,2026-04-06 20:00:00,IN,2026-04-06,ORT_0060,IN,4,evening,1,11188220,TGIF - Al Kout Mall,2026-04-06 20:00:00,2026-04-06 16:45:00.000000,2026-04-06 21:17:04.800000,exact_wave
11027164,2026-04-06 20:00:00,IN,2026-04-06,ORT_0060,IN,4,evening,1,11188220,TGIF - Al Kout Mall,2026-04-06 20:00:00,2026-04-06 16:45:00.000000,2026-04-06 21:17:04.800000,exact_wave
11027799,2026-04-06 20:00:00,IN,2026-04-06,ORT_0060,IN,4,evening,1,11188220,TGIF - Al Kout Mall,2026-04-06 20:00:00,2026-04-06 16:45:00.000000,2026-04-06 21:17:04.800000,exact_wave
11028959,2026-04-06 20:00:00,IN,2026-04-06,ORT_0060,IN,4,evening,1,11188220,TGIF - Al Kout Mall,2026-04-06 20:00:00,2026-04-06 16:45:00.000000,2026-04-06 21:17:04.800000,exact_wave
11030111,2026-04-06 20:00:00,IN,2026-04-06,ORT_0060,IN,4,evening,1,11188220,TGIF - Al Kout Mall,2026-04-06 20:00:00,2026-04-06 16:45:00.000000,2026-04-06 21:17:04.800000,exact_wave
11030224,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0260,OUT,5,morning,1,11118400,Wimpy - Divonne Complex,2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 07:16:19.800000,exact_wave
11028341,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0260,OUT,5,morning,1,11127830,KFC - S Al Salem,2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 07:16:19.800000,exact_wave
11028344,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0260,OUT,5,morning,1,11127830,KFC - S Al Salem,2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 07:16:19.800000,exact_wave
11029925,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0260,OUT,5,morning,1,11127830,KFC - S Al Salem,2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 07:16:19.800000,exact_wave
11026942,2026-04-06 05:00:00,OUT,2026-04-06,ORT_0260,OUT,5,morning,1,11127870,KFC Mubarek El-Kaber(Qurain 2),2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 07:16:19.800000,nearest_wave
11027399,2026-04-06 05:00:00,OUT,2026-04-06,ORT_0260,OUT,5,morning,1,11127870,KFC Mubarek El-Kaber(Qurain 2),2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 07:16:19.800000,nearest_wave
11028707,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0260,OUT,5,morning,1,11127870,KFC Mubarek El-Kaber(Qurain 2),2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 07:16:19.800000,nearest_wave
11029148,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0260,OUT,5,morning,1,11127870,KFC Mubarek El-Kaber(Qurain 2),2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 07:16:19.800000,nearest_wave
11029969,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0260,OUT,5,morning,1,11127870,KFC Mubarek El-Kaber(Qurain 2),2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 07:16:19.800000,nearest_wave
11026963,2026-04-06 05:00:00,OUT,2026-04-06,ORT_0260,OUT,5,morning,1,11128020,KFC - Adan,2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 07:16:19.800000,nearest_wave
11028284,2026-04-06 05:00:00,OUT,2026-04-06,ORT_0260,OUT,5,morning,1,11128020,KFC - Adan,2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 07:16:19.800000,nearest_wave
11026240,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0260,OUT,5,morning,1,11137130,Tikka - Fahaheel DK,2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 07:16:19.800000,exact_wave
11030084,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0260,OUT,5,morning,1,11137130,Tikka - Fahaheel DK,2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 07:16:19.800000,exact_wave
11027462,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0260,OUT,5,morning,1,11147830,Hardees - Sabah Al Salem,2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 07:16:19.800000,exact_wave
11028747,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0260,OUT,5,morning,1,11147830,Hardees - Sabah Al Salem,2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 07:16:19.800000,exact_wave
11027204,2026-04-06 05:00:00,OUT,2026-04-06,ORT_0260,OUT,5,morning,1,11147850,Hardees - Al Qureen,2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 07:16:19.800000,nearest_wave
11029797,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0260,OUT,5,morning,1,11147850,Hardees - Al Qureen,2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 07:16:19.800000,nearest_wave
11029191,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0260,OUT,5,morning,1,11148020,Hardees - Adan,2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 07:16:19.800000,exact_wave
11030001,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0260,OUT,5,morning,1,11148020,Hardees - Adan,2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 07:16:19.800000,exact_wave
11029403,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0260,OUT,5,morning,1,11148490,Hardees - Sabah Al Salem Block,2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 07:16:19.800000,exact_wave
11029405,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0260,OUT,5,morning,1,11198740,Krispy Kreme - Aswaq Al Qurain,2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 07:16:19.800000,exact_wave
11024415,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0260,OUT,5,morning,1,11198820,Krispy Kreme - Sabah Al Salem,2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 07:16:19.800000,exact_wave
11027928,2026-04-06 08:00:00,OUT,2026-04-06,ORT_0278,OUT,5,morning,1,11127770,KFC - Al Zahr,2026-04-06 08:00:00,2026-04-06 08:00:00.000000,2026-04-06 11:09:58.800000,exact_wave
11027460,2026-04-06 09:00:00,OUT,2026-04-06,ORT_0278,OUT,5,morning,1,11147740,Hardees - Al Sbahiya,2026-04-06 09:00:00,2026-04-06 08:00:00.000000,2026-04-06 11:09:58.800000,exact_wave
11029196,2026-04-06 09:00:00,OUT,2026-04-06,ORT_0278,OUT,5,morning,1,11147740,Hardees - Al Sbahiya,2026-04-06 09:00:00,2026-04-06 08:00:00.000000,2026-04-06 11:09:58.800000,exact_wave
11027176,2026-04-06 09:00:00,OUT,2026-04-06,ORT_0278,OUT,5,morning,1,11148410,Hardees - Sabah Al Ahmed,2026-04-06 09:00:00,2026-04-06 08:00:00.000000,2026-04-06 11:09:58.800000,exact_wave
11027451,2026-04-06 09:00:00,OUT,2026-04-06,ORT_0278,OUT,5,morning,1,11148410,Hardees - Sabah Al Ahmed,2026-04-06 09:00:00,2026-04-06 08:00:00.000000,2026-04-06 11:09:58.800000,exact_wave
11028950,2026-04-06 09:00:00,OUT,2026-04-06,ORT_0278,OUT,5,morning,1,11148410,Hardees - Sabah Al Ahmed,2026-04-06 09:00:00,2026-04-06 08:00:00.000000,2026-04-06 11:09:58.800000,exact_wave
11030035,2026-04-06 09:00:00,OUT,2026-04-06,ORT_0278,OUT,5,morning,1,11148410,Hardees - Sabah Al Ahmed,2026-04-06 09:00:00,2026-04-06 08:00:00.000000,2026-04-06 11:09:58.800000,exact_wave
11026750,2026-04-06 18:00:00,OUT,2026-04-06,MIX_0018,MIXED,5,evening,1,11127750,KFC - Fahaheel,2026-04-06 18:00:00,2026-04-06 17:00:00.000000,2026-04-06 19:52:24.600000,exact_wave
11027916,2026-04-06 18:00:00,OUT,2026-04-06,MIX_0018,MIXED,5,evening,1,11127750,KFC - Fahaheel,2026-04-06 18:00:00,2026-04-06 17:00:00.000000,2026-04-06 19:52:24.600000,exact_wave
11029941,2026-04-06 18:00:00,OUT,2026-04-06,MIX_0018,MIXED,5,evening,1,11127750,KFC - Fahaheel,2026-04-06 18:00:00,2026-04-06 17:00:00.000000,2026-04-06 19:52:24.600000,exact_wave
11027345,2026-04-06 20:00:00,IN,2026-04-06,MIX_0018,MIXED,5,evening,1,11127760,KFC - Abo Helifa,2026-04-06 18:00:00,2026-04-06 17:00:00.000000,2026-04-06 19:52:24.600000,nearest_wave
11028218,2026-04-06 18:00:00,IN,2026-04-06,MIX_0018,MIXED,5,evening,1,11127760,KFC - Abo Helifa,2026-04-06 18:00:00,2026-04-06 17:00:00.000000,2026-04-06 19:52:24.600000,nearest_wave
11028599,2026-04-06 18:00:00,IN,2026-04-06,MIX_0018,MIXED,5,evening,1,11127760,KFC - Abo Helifa,2026-04-06 18:00:00,2026-04-06 17:00:00.000000,2026-04-06 19:52:24.600000,nearest_wave
11029161,2026-04-06 18:00:00,IN,2026-04-06,MIX_0018,MIXED,5,evening,1,11127760,KFC - Abo Helifa,2026-04-06 18:00:00,2026-04-06 17:00:00.000000,2026-04-06 19:52:24.600000,nearest_wave
11027090,2026-04-06 18:00:00,OUT,2026-04-06,MIX_0018,MIXED,5,evening,1,11127960,KFC - Al Mangaf,2026-04-06 18:00:00,2026-04-06 17:00:00.000000,2026-04-06 19:52:24.600000,exact_wave
11027905,2026-04-06 20:00:00,OUT,2026-04-06,MIX_0018,MIXED,5,evening,1,11127960,KFC - Al Mangaf,2026-04-06 20:00:00,2026-04-06 17:00:00.000000,2026-04-06 19:52:24.600000,exact_wave
11027977,2026-04-06 18:00:00,OUT,2026-04-06,MIX_0018,MIXED,5,evening,1,11127960,KFC - Al Mangaf,2026-04-06 18:00:00,2026-04-06 17:00:00.000000,2026-04-06 19:52:24.600000,exact_wave
11029277,2026-04-06 20:00:00,OUT,2026-04-06,MIX_0018,MIXED,5,evening,1,11127960,KFC - Al Mangaf,2026-04-06 20:00:00,2026-04-06 17:00:00.000000,2026-04-06 19:52:24.600000,exact_wave
11027562,2026-04-06 20:00:00,IN,2026-04-06,MIX_0018,MIXED,5,evening,1,11128400,KFC - Mangaf 2,2026-04-06 18:00:00,2026-04-06 17:00:00.000000,2026-04-06 19:52:24.600000,nearest_wave
11027711,2026-04-06 18:00:00,IN,2026-04-06,MIX_0018,MIXED,5,evening,1,11128400,KFC - Mangaf 2,2026-04-06 18:00:00,2026-04-06 17:00:00.000000,2026-04-06 19:52:24.600000,nearest_wave
11027940,2026-04-06 20:00:00,IN,2026-04-06,MIX_0018,MIXED,5,evening,1,11128400,KFC - Mangaf 2,2026-04-06 20:00:00,2026-04-06 17:00:00.000000,2026-04-06 19:52:24.600000,exact_wave
11028693,2026-04-06 18:00:00,IN,2026-04-06,MIX_0018,MIXED,5,evening,1,11128400,KFC - Mangaf 2,2026-04-06 18:00:00,2026-04-06 17:00:00.000000,2026-04-06 19:52:24.600000,nearest_wave
11029286,2026-04-06 18:00:00,IN,2026-04-06,MIX_0018,MIXED,5,evening,1,11128400,KFC - Mangaf 2,2026-04-06 18:00:00,2026-04-06 17:00:00.000000,2026-04-06 19:52:24.600000,nearest_wave
11029456,2026-04-06 18:00:00,IN,2026-04-06,MIX_0018,MIXED,5,evening,1,11128400,KFC - Mangaf 2,2026-04-06 18:00:00,2026-04-06 17:00:00.000000,2026-04-06 19:52:24.600000,nearest_wave
11027000,2026-04-06 18:00:00,IN,2026-04-06,MIX_0018,MIXED,5,evening,1,11147470,Hardees - Om El Himan,2026-04-06 18:00:00,2026-04-06 17:00:00.000000,2026-04-06 19:52:24.600000,exact_wave
11029858,2026-04-06 18:00:00,IN,2026-04-06,MIX_0018,MIXED,5,evening,1,11147470,Hardees - Om El Himan,2026-04-06 18:00:00,2026-04-06 17:00:00.000000,2026-04-06 19:52:24.600000,exact_wave
11026848,2026-04-06 20:00:00,IN,2026-04-06,MIX_0018,MIXED,5,evening,1,11147740,Hardees - Al Sbahiya,2026-04-06 20:00:00,2026-04-06 17:00:00.000000,2026-04-06 19:52:24.600000,exact_wave
11027533,2026-04-06 18:00:00,OUT,2026-04-06,MIX_0018,MIXED,5,evening,1,11147740,Hardees - Al Sbahiya,2026-04-06 18:00:00,2026-04-06 17:00:00.000000,2026-04-06 19:52:24.600000,exact_wave
11028531,2026-04-06 18:00:00,OUT,2026-04-06,MIX_0018,MIXED,5,evening,1,11147750,Hardees - Al Fahaheel,2026-04-06 18:00:00,2026-04-06 17:00:00.000000,2026-04-06 19:52:24.600000,exact_wave
11028953,2026-04-06 18:00:00,IN,2026-04-06,MIX_0018,MIXED,5,evening,1,11147780,Hardees - Al Fintas,2026-04-06 18:00:00,2026-04-06 17:00:00.000000,2026-04-06 19:52:24.600000,exact_wave
11029349,2026-04-06 20:00:00,IN,2026-04-06,MIX_0018,MIXED,5,evening,1,11147930,Hardees - Fahd El Ahmed,2026-04-06 20:00:00,2026-04-06 17:00:00.000000,2026-04-06 19:52:24.600000,exact_wave
11030195,2026-04-06 18:00:00,IN,2026-04-06,MIX_0018,MIXED,5,evening,1,11197110,Krispy Kreme - Fintas Co,2026-04-06 18:00:00,2026-04-06 17:00:00.000000,2026-04-06 19:52:24.600000,exact_wave
11028981,2026-04-06 18:00:00,IN,2026-04-06,MIX_0018,MIXED,5,evening,1,11198750,Krispy Kreme - Fahaheel,2026-04-06 18:00:00,2026-04-06 17:00:00.000000,2026-04-06 19:52:24.600000,exact_wave
11026572,2026-04-06 20:00:00,IN,2026-04-06,MIX_0018,MIXED,5,evening,1,11227930,BR - Fahd El Ahmed,2026-04-06 20:00:00,2026-04-06 17:00:00.000000,2026-04-06 19:52:24.600000,exact_wave
11030155,2026-04-06 19:00:00,IN,2026-04-06,MIX_0018,MIXED,5,evening,1,11228180,BR - Kout Mall,2026-04-06 19:00:00,2026-04-06 17:00:00.000000,2026-04-06 19:52:24.600000,exact_wave
11020116,2026-04-06 20:00:00,OUT,2026-04-06,ORT_0288,OUT,5,evening,1,11127460,KFC - Al Ahmadi,2026-04-06 20:00:00,2026-04-06 20:22:24.600000,2026-04-07 01:16:44.400000,exact_wave
11021307,2026-04-06 20:00:00,OUT,2026-04-06,ORT_0288,OUT,5,evening,1,11127460,KFC - Al Ahmadi,2026-04-06 20:00:00,2026-04-06 20:22:24.600000,2026-04-07 01:16:44.400000,exact_wave
11026745,2026-04-06 20:00:00,OUT,2026-04-06,ORT_0288,OUT,5,evening,1,11127460,KFC - Al Ahmadi,2026-04-06 20:00:00,2026-04-06 20:22:24.600000,2026-04-07 01:16:44.400000,exact_wave
11026956,2026-04-06 20:00:00,OUT,2026-04-06,ORT_0288,OUT,5,evening,1,11147460,Hardees - Al Ahmadi,2026-04-06 20:00:00,2026-04-06 20:22:24.600000,2026-04-07 01:16:44.400000,exact_wave
11028905,2026-04-06 20:00:00,OUT,2026-04-06,ORT_0288,OUT,5,evening,1,11147460,Hardees - Al Ahmadi,2026-04-06 20:00:00,2026-04-06 20:22:24.600000,2026-04-07 01:16:44.400000,exact_wave
11029587,2026-04-06 20:00:00,OUT,2026-04-06,ORT_0288,OUT,5,evening,1,11147470,Hardees - Om El Himan,2026-04-06 20:00:00,2026-04-06 20:22:24.600000,2026-04-07 01:16:44.400000,exact_wave
11005920,2026-04-06 20:00:00,OUT,2026-04-06,ORT_0288,OUT,5,evening,1,11148140,Hardees - Khairan,2026-04-06 20:00:00,2026-04-06 20:22:24.600000,2026-04-07 01:16:44.400000,exact_wave
11028523,2026-04-06 20:00:00,OUT,2026-04-06,ORT_0288,OUT,5,evening,1,11148140,Hardees - Khairan,2026-04-06 20:00:00,2026-04-06 20:22:24.600000,2026-04-07 01:16:44.400000,exact_wave
11028134,2026-04-06 20:00:00,OUT,2026-04-06,ORT_0288,OUT,5,evening,1,11148410,Hardees - Sabah Al Ahmed,2026-04-06 20:00:00,2026-04-06 20:22:24.600000,2026-04-07 01:16:44.400000,exact_wave
11029867,2026-04-06 20:00:00,OUT,2026-04-06,ORT_0288,OUT,5,evening,1,11148410,Hardees - Sabah Al Ahmed,2026-04-06 20:00:00,2026-04-06 20:22:24.600000,2026-04-07 01:16:44.400000,exact_wave
11028474,2026-04-06 20:00:00,OUT,2026-04-06,ORT_0288,OUT,5,evening,1,11148460,Hardees - Khiran Hybrid Outlet,2026-04-06 20:00:00,2026-04-06 20:22:24.600000,2026-04-07 01:16:44.400000,exact_wave
11028840,2026-04-06 20:00:00,OUT,2026-04-06,ORT_0288,OUT,5,evening,1,11227470,BR - Om El Haiman,2026-04-06 20:00:00,2026-04-06 20:22:24.600000,2026-04-07 01:16:44.400000,exact_wave
11030055,2026-04-06 20:00:00,OUT,2026-04-06,ORT_0288,OUT,5,evening,1,11227470,BR - Om El Haiman,2026-04-06 20:00:00,2026-04-06 20:22:24.600000,2026-04-07 01:16:44.400000,exact_wave
11024000,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0262,OUT,6,morning,1,11127470,KFC - Om El Himan,2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 06:05:00.600000,exact_wave
11027703,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0262,OUT,6,morning,1,11127470,KFC - Om El Himan,2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 06:05:00.600000,exact_wave
11027885,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0262,OUT,6,morning,1,11127470,KFC - Om El Himan,2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 06:05:00.600000,exact_wave
11028703,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0262,OUT,6,morning,1,11127470,KFC - Om El Himan,2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 06:05:00.600000,exact_wave
11027902,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0262,OUT,6,morning,1,11127760,KFC - Abo Helifa,2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 06:05:00.600000,exact_wave
11028218,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0262,OUT,6,morning,1,11127760,KFC - Abo Helifa,2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 06:05:00.600000,exact_wave
11028599,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0262,OUT,6,morning,1,11127760,KFC - Abo Helifa,2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 06:05:00.600000,exact_wave
11029161,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0262,OUT,6,morning,1,11127760,KFC - Abo Helifa,2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 06:05:00.600000,exact_wave
11024033,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0262,OUT,6,morning,1,11128370,KFC - Sabah Al Ahmad 2,2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 06:05:00.600000,exact_wave
11027846,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0262,OUT,6,morning,1,11128370,KFC - Sabah Al Ahmad 2,2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 06:05:00.600000,exact_wave
11027889,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0262,OUT,6,morning,1,11128370,KFC - Sabah Al Ahmad 2,2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 06:05:00.600000,exact_wave
11028017,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0262,OUT,6,morning,1,11128370,KFC - Sabah Al Ahmad 2,2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 06:05:00.600000,exact_wave
11028020,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0262,OUT,6,morning,1,11128370,KFC - Sabah Al Ahmad 2,2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 06:05:00.600000,exact_wave
11028402,2026-04-06 03:00:00,OUT,2026-04-06,ORT_0262,OUT,6,morning,1,11128370,KFC - Sabah Al Ahmad 2,2026-04-06 03:00:00,2026-04-06 03:00:00.000000,2026-04-06 06:05:00.600000,exact_wave
